text,aspect,label
i really love notion but buggy android app is a major set back for me.,android app,0
it is best productivity app i have ever use and definitely recommend it.,app,2
can you once try on some other browser like firefox or edge?,browser,1
"i may still do an integration at some point, but yes thought this was a nice.",integration,1
you will only able to see a shared page on your shared notion pages once you are on a team plan and the person who is the owner of the page is also a member of the team plan.,shared,1
"so, i see fit with blur does have some black bar, what we can do here is just add a shape and color it while then set it behind",blur,0
"so, if i do not want a logo, i can remove it from the brand presets, correct?",logo,0
we are sorry that you are facing these issues and would like to recommend trying again on an incognito google chrome window.,incognito,1
"please cancel the plan and let me know,",plan,0
the app is wonderful.,app,2
and currently i am on a basic plan,plan,1
"for notetaking, let us just go back to normal onenote/evernote.",onenote/evernote.,0
It’s very easy to navigate once you pick it up.,navigate,2
no response on the issues that supr daily team does not want to resolve.,Supr daily,0
we have refunded your payment and cancelled your subscription.,cancel,1
after update for my miezu mx6 - app do not starred.,app,0
"as an example, my experience with tomatoes and mosambi was not satisfactory and inspite of free delivery, i did not think to order further items.",mosambi,0
wonderful app which makes me keep track of my thesis work.,app,2
note taking make easy and fantabulous,Note taking,2
"at least for my moto g 1st (android 5.1), it took so long to load the data compare to other to do list (clickup and to-do).",(ClickUp and To-Do).,0
we want to understand it the timeline gantt view can be used for such projects/tasks to replace the use of ms project.,timeline,2
delivery fee and membership fee are high.,Delivery,0
I don't understand how to track time in a mobile app?,mobile,1
"The app is much less interesting and comfortable to use than the web version, too bad.",web version,1
features access to 3500+ curated templates full access to image library full access to standard video library 120 istock images and videos free access to creator club's (premium) templates,images,2
i received simla mitch but one piece is spoiled.,received Simla,0
Great day of working together.,working together,2
some days we receive partial delivery or no delivery at all,partial delivery,0
Asana help me to organize my marketing ideas all together and able to assign task to my marketing team instantly in a macro view.,assign task,1
"simple interface, easy to use.","Interface,",2
"the problem here is that, when offline, the app is unusable: no images, no emojis.","images,",0
"I have been using for a few weeks now the app n free version which is wonderful, I think soon to switch to premium to benefit from multi-project planning and timeline.
",project,1
timming are gd for prossecing customer order & customer issue resolved quickly,Timming,2
